generation,highest_score,average_score,lowest_score,total_wins,total_losses,total_draws,highest_defection_rate,average_defection_rate,lowest_defection_rate
2447,7906,7531.53,0,8161,8161,3478,0.5533637675343042,0.5533474721848691,0.5533267400527463
2448,7815,7528.95,0,8175,8175,3450,0.5534193669952626,0.5534003191963478,0.5533836571209505
2449,7728,7502.98,0,8122,8122,3556,0.5534749210689061,0.5534555013073809,0.5534355368941836
2450,7797,7521.56,0,8205,8205,3390,0.553522838164982,0.5535026476407012,0.553487699690109
2451,7777,7515.34,0,8152,8152,3496,0.5535701741377023,0.5535540994212758,0.5535429637666265
2452,7712,7519.59,0,8166,8166,3468,0.5536188802436361,0.5536042717387795,0.5535920060562282
2453,7729,7504.51,0,8110,8110,3580,0.5536723127123333,0.5536534434552705,0.5536402501400571
2454,7662,7485.01,0,8088,8088,3624,0.5537225616655352,0.5537027288643753,0.5536863976889703
2455,7682,7459.69,0,8134,8134,3532,0.5537775318762804,0.5537574441483235,0.5537383521482613
2456,7788,7469.63,0,8172,8172,3456,0.553826615230124,0.5538091905928164,0.5537931853721327
2457,7762,7472.65,0,8192,8192,3416,0.553881390237435,0.553866536765021,0.5538503531308978
2458,7771,7467.27,0,8114,8114,3572,0.5539379583813564,0.5539199328314501,0.5539010965371702
2459,7689,7422.46,0,8102,8102,3596,0.5539949127561451,0.5539764136875819,0.5539560128456149
2460,7726,7456.33,0,8138,8138,3524,0.5540458802183817,0.5540288392598108,0.5540001913962007
2461,7631,7443.3,0,8108,8108,3584,0.5540996134330608,0.5540805981919327,0.5540659275641532
2462,7747,7440.07,0,8097,8097,3606,0.5541607497502106,0.5541338972562126,0.5541158534940187
2463,7733,7454.0,0,8156,8156,3488,0.5542084593370479,0.5541938588723876,0.5541670334583014
2464,7594,7406.84,0,8165,8165,3470,0.5542627082180834,0.5542496136770718,0.5542278771487696
2465,7691,7399.39,0,8108,8108,3584,0.554323380645573,0.5543086314116534,0.5542908273411539
2466,7610,7387.2,0,8086,8086,3628,0.5543814179169287,0.5543641533419228,0.5543462918390916
2467,7626,7390.74,0,8172,8172,3456,0.554434561429358,0.5544191660699807,0.5544005266345964
2468,7649,7390.79,0,8084,8084,3632,0.5544988586812466,0.5544747941998053,0.5544576243559425
2469,7668,7389.27,0,8164,8164,3472,0.554541472685517,0.554528007541858,0.5545097254238528
2470,7594,7367.05,0,8111,8111,3578,0.5546027701238675,0.5545892050066793,0.5545608161531823
2471,7602,7382.82,0,8103,8103,3594,0.554668104137956,0.5546484625681097,0.5546132634469374
2472,7608,7355.94,0,8139,8139,3522,0.5547248938186857,0.554705413898063,0.5546869508071542
2473,7558,7364.47,0,8095,8095,3610,0.5547908777602859,0.5547633699888732,0.5547444620222564
2474,7621,7368.06,0,8093,8093,3614,0.5548384429086184,0.5548152669706098,0.5547947309350818
2475,7586,7353.88,0,8176,8176,3448,0.55490207319346,0.5548788497164484,0.5548487167397124
2476,7553,7338.65,0,8091,8091,3618,0.5549538475935009,0.5549370465593397,0.5549094197182929
2477,7583,7353.88,0,8136,8136,3528,0.5550175944912787,0.5549915063295972,0.5549624575048304
2478,7520,7343.36,0,8158,8158,3484,0.5550818260951804,0.55506236115427,0.5550147019117954
2479,7605,7356.39,0,8129,8129,3542,0.5551294995798391,0.5551155399495808,0.5550929498722368
2480,7693,7385.85,0,8172,8172,3456,0.555192884315267,0.5551752950279649,0.5551472423807433
2481,7582,7342.83,0,8132,8132,3536,0.555248185660841,0.5552364616948566,0.5552210899871954
2482,7599,7375.98,0,8052,8052,3696,0.5553054764958871,0.5552938482478302,0.5552835303455309
2483,7647,7367.51,0,8144,8144,3512,0.5553610090223362,0.555350945680211,0.5553367174585074
2484,7620,7337.47,0,8087,8087,3626,0.555423021916721,0.5554126994823806,0.5553999167787159
2485,7564,7340.53,0,8102,8102,3596,0.5554872303506762,0.5554714118361068,0.5554523727344153
2486,7607,7347.57,0,8109,8109,3582,0.5555426228081932,0.5555245490265488,0.5555067103857657
2487,7569,7318.75,0,8101,8101,3598,0.5555939108464917,0.5555810431271593,0.5555652779273528
2488,7592,7316.3,0,8096,8096,3608,0.5556560508982745,0.5556388096994131,0.5556214488886667
2489,7550,7310.25,0,8080,8080,3640,0.5557158992162162,0.5556997399486304,0.5556759734312049
2490,7608,7320.88,0,8067,8067,3666,0.5557803947480467,0.5557582864500398,0.555735683014941
2491,7656,7340.29,0,8120,8120,3560,0.5558365184326154,0.5558221769524253,0.5558024914175121
2492,7570,7290.1,0,8050,8050,3700,0.5558991012154607,0.5558866740749699,0.5558589036010025
2493,7571,7283.85,0,8156,8156,3488,0.5559662168470677,0.5559483035734459,0.5559183614305381
2494,7546,7267.09,0,8136,8136,3528,0.556030402112039,0.556008558318125,0.5559838443500504
2495,7592,7311.28,0,8046,8046,3708,0.5560943229528755,0.5560650118339265,0.5560367081748661
2496,7583,7338.15,0,8093,8093,3614,0.5561351984955045,0.556119674284314,0.5561011331620273
2497,7474,7262.08,0,8145,8145,3510,0.5561986005604058,0.5561807947155174,0.5561672091527555
2498,7472,7255.8,0,8068,8068,3664,0.5562588671832369,0.5562431128751341,0.5562306794062655
2499,7429,7192.76,0,8102,8102,3596,0.5563272727272728,0.5563102647527911,0.5562962254120148
2500,7400,7188.85,0,8181,8181,3438,0.5563821255123681,0.5563717213805599,0.5563572550777669
2501,7376,7175.29,0,8145,8145,3510,0.5564495771803609,0.5564350932863493,0.5564195108559616
2502,7342,7152.09,0,8071,8071,3658,0.5565108154106619,0.5564997569105273,0.5564769379349778
2503,7401,7135.67,0,8070,8070,3660,0.5565804972543664,0.5565626162414459,0.5565396269742999
2504,7430,7140.0,0,8049,8049,3702,0.556648319522571,0.5566235015349418,0.5566000375644246
2505,7366,7145.03,0,8033,8033,3734,0.5567014497476126,0.5566871289871879,0.556670158551958
2506,7417,7164.07,0,8113,8113,3574,0.5567621717139908,0.5567473880153117,0.5567351341814424
2507,7376,7145.24,0,8109,8109,3582,0.5568293104807837,0.5568143408397752,0.5567914730279374
2508,7319,7122.83,0,8000,8000,3800,0.5568975611244495,0.5568811756676498,0.556864612223216
2509,7423,7119.11,0,8020,8020,3760,0.5569640629401585,0.556948850001377,0.5569309153603555
2510,7308,7097.46,0,8025,8025,3750,0.557029559041758,0.5570160374628084,0.5569915550736779
2511,7484,7097.84,0,8025,8025,3750,0.5571009288324072,0.5570875935858755,0.5570791302227776
2512,7315,7072.84,0,7982,7982,3836,0.5571681165435747,0.5571535744061769,0.557141778223731
2513,7345,7091.65,0,7992,7992,3816,0.5572277436678894,0.5572171998424981,0.5572021559648742
2514,7257,7039.35,0,8008,8008,3784,0.5573056081374591,0.557288000862449,0.5572744289182502
2515,7245,7007.51,0,7999,7999,3802,0.5573710496311115,0.5573578496875713,0.5573395658534978
2516,7191,6969.18,0,7901,7901,3998,0.5574457326543143,0.5574296611853855,0.5574043342062914
2517,7223,6936.76,0,7965,7965,3870,0.5575151836073202,0.5575024290815854,0.5574855194645337
2518,7164,6949.4,0,7938,7938,3924,0.5575895390671514,0.5575760340497806,0.5575598867005231
2519,7190,6954.02,0,7950,7950,3900,0.5576565572179607,0.55764591719197,0.5576289207868155
2520,7253,6967.15,0,7943,7943,3914,0.557726685422462,0.5577108461174936,0.5576967402579628
2521,7208,6973.33,0,7964,7964,3872,0.5577949662322966,0.5577816564577278,0.5577655599359344
2522,7254,6960.38,0,8003,8003,3794,0.557868671486545,0.5578540373802905,0.5578312697031015
2523,7211,6941.73,0,7944,7944,3912,0.5579413704987147,0.5579221778212518,0.557897453979279
2524,7148,6943.96,0,7892,7892,4016,0.5580080113274485,0.5579926392639263,0.5579763239481843
2525,7168,6927.64,0,8042,8042,3716,0.5580771249604853,0.5580640709297415,0.5580442925736088
2526,7211,6914.3,0,7908,7908,3984,0.5581543887419379,0.55813541450369,0.558110734739981
2527,7216,6924.66,0,7957,7957,3886,0.5582278060417634,0.5582045976083283,0.5581794376139813
2528,7123,6898.74,0,7921,7921,3958,0.5583054746755814,0.5582789782068674,0.5582400980103421
2529,7030,6827.02,0,7963,7963,3874,0.5583882301273606,0.5583595346012654,0.5583190969398584
2530,7075,6789.76,0,7907,7907,3986,0.5584551665672088,0.5584314111608297,0.5583984535407938
2531,7059,6768.83,0,7886,7886,4028,0.5585314985726559,0.5585137460075099,0.5584793221984542
2532,7040,6768.26,0,7891,7891,4018,0.5586075604256667,0.5585935780604053,0.5585764978309704
2533,7005,6783.87,0,7843,7843,4114,0.5586846112434947,0.5586708462937018,0.5586468473208804
2534,7015,6778.97,0,7888,7888,4024,0.5587604478292737,0.5587405855503023,0.5587251105469729
2535,6998,6781.49,0,7906,7906,3988,0.5588380064969805,0.5588217629977343,0.5587985952837355
2536,7002,6784.85,0,7909,7909,3982,0.5589106843385623,0.5588944116182049,0.5588709743326676
2537,7077,6783.84,0,7901,7901,3998,0.5589906363204857,0.558979566935583,0.558967594739649
2538,7051,6796.13,0,7930,7930,3940,0.5590683267659284,0.5590561341949166,0.5590428863163673
2539,7029,6787.51,0,7906,7906,3988,0.5591448048658989,0.559132563722597,0.5591194790842532
2540,7045,6800.67,0,7962,7962,3876,0.5592230011542756,0.5592069245657764,0.5591919317452158
2541,6992,6794.19,0,7904,7904,3992,0.5592975805510486,0.559278373197376,0.559265268528592
2542,7020,6793.19,0,7915,7915,3970,0.5593650978815621,0.5593510440205186,0.559336457063965
2543,6996,6797.08,0,7891,7891,4018,0.5594400852283176,0.5594262907960773,0.5594121870810054
2544,6967,6770.92,0,7870,7870,4060,0.5595207581972136,0.5595002010592952,0.5594839930689377
2545,7027,6795.35,0,7850,7850,4100,0.5595807999371898,0.5595716978776061,0.559560649702048
2546,7033,6779.83,0,7846,7846,4108,0.5596608324895473,0.5596510545915419,0.5596379766920961
2547,6973,6763.84,0,7887,7887,4026,0.5597423670731941,0.5597252246500364,0.5597124262537796
2548,6970,6758.64,0,7840,7840,4120,0.5598120537622097,0.5598001415739021,0.559787755943111
2549,6947,6763.56,0,7842,7842,4116,0.5598959668928709,0.5598782760525794,0.5598590653699013
2550,6950,6725.28,0,7764,7764,4272,0.5599779386220204,0.5599582644827029,0.5599383423456542
2551,6913,6678.78,0,7760,7760,4280,0.5600528673969525,0.5600407004794687,0.5600223485473445
2552,6889,6670.18,0,7678,7678,4444,0.560134609333694,0.56011701528864,0.5600959811486127
2553,6881,6674.28,0,7667,7667,4466,0.5602182647477953,0.5601965862724014,0.5601730947524954
2554,6840,6641.33,0,7574,7574,4652,0.5602959245352901,0.5602803116134045,0.5602513964446192
2555,6928,6634.88,0,7580,7580,4640,0.560376331472205,0.560365766427973,0.5603480443176514
2556,6837,6645.9,0,7620,7620,4560,0.5604581309045834,0.5604444263560621,0.5604287112942404
2557,6890,6615.11,0,7601,7601,4598,0.5605383076474801,0.5605281997789507,0.5605082760446737
2558,6816,6613.35,0,7560,7560,4680,0.560617902352955,0.5606038085966513,0.5605878824858278
2559,6858,6579.25,0,7533,7533,4734,0.5606994077286018,0.5606849529422512,0.5606739683014355
2560,6769,6562.97,0,7414,7414,4972,0.5607792925452557,0.5607641095805669,0.5607498150912524
2561,6726,6578.1,0,7384,7384,5032,0.5608674152677604,0.5608469737848512,0.5608258101787006
2562,6742,6527.14,0,7456,7456,4888,0.5609446830877309,0.5609297287307228,0.5609105615574187
2563,6745,6545.02,0,7430,7430,4940,0.56103474601504,0.5610138155924962,0.56099773496522
2564,6723,6511.13,0,7343,7343,5114,0.5611138573588558,0.5610951517845946,0.5610810060179097
2565,6752,6499.12,0,7424,7424,4952,0.5611980866216416,0.5611777505539041,0.5611605864610746
2566,6711,6524.25,0,7385,7385,5030,0.5612774869023203,0.5612586364330157,0.5612410368627948
2567,6704,6518.46,0,7362,7362,5076,0.5613603447162228,0.5613396870409288,0.5613237018487879
2568,6685,6501.99,0,7361,7361,5078,0.5614455178487876,0.5614260850292689,0.5614010254767461
2569,6704,6507.74,0,7395,7395,5010,0.5615333138884234,0.5615103740662822,0.5614861496389246
2570,6658,6493.75,0,7359,7359,5082,0.5616158721237637,0.5615952974854896,0.5615704838513903
2571,6669,6524.76,0,7455,7455,4890,0.5617000197605092,0.5616768476696242,0.5616464844896538
2572,6672,6501.11,0,7425,7425,4950,0.5617827589619682,0.5617549159440662,0.5617404019535466
2573,6710,6488.96,0,7495,7495,4810,0.5618514924735021,0.5618297108408752,0.5618181363795399
2574,6682,6496.38,0,7323,7323,5154,0.56193720547323,0.5619122270223955,0.5618973588723205
2575,6608,6453.41,0,7388,7388,5024,0.5620016980857941,0.5619928857057005,0.5619825048457772
2576,6644,6452.84,0,7343,7343,5114,0.5620868736793007,0.5620755282745968,0.5620608800254655
2577,6676,6453.25,0,7341,7341,5118,0.562170127224637,0.5621609040880405,0.5621499177805576
2578,6618,6453.13,0,7299,7299,5202,0.562253213137889,0.5622418353037119,0.5622307440025446
2579,6666,6443.55,0,7346,7346,5108,0.5623355134371046,0.5623253681243277,0.562313259069685
2580,6647,6450.54,0,7361,7361,5078,0.5624214575865303,0.5624090679424188,0.5623981819458889
2581,6661,6453.88,0,7293,7293,5214,0.5625049673217148,0.5624943460039674,0.5624801564505588
2582,6637,6450.38,0,7308,7308,5184,0.5625857367406362,0.5625749240062462,0.562559597647317
2583,6650,6449.74,0,7327,7327,5146,0.5626711756640875,0.5626584516749702,0.5626484413962008
2584,6633,6442.76,0,7345,7345,5110,0.562754594710209,0.5627413635489575,0.5627324862181831
2585,6637,6446.35,0,7339,7339,5122,0.5628342487849143,0.5628237096819955,0.5628137934890897
2586,6672,6470.99,0,7341,7341,5118,0.5629153825398205,0.5629062716354437,0.5628977094197936
2587,6669,6463.88,0,7300,7300,5200,0.5629975834157076,0.5629871212737478,0.56297724663868
2588,6632,6466.5,0,7283,7283,5234,0.5630790020922363,0.5630654258631936,0.5630572357717567
2589,6622,6468.06,0,7316,7316,5168,0.5631578947368421,0.5631463999885051,0.5631361368203474
2590,6668,6452.83,0,7381,7381,5038,0.5632393938778387,0.5632293655029236,0.5632191832399027
2591,6689,6454.09,0,7271,7271,5258,0.5633252398907856,0.5633128402691634,0.5632985762432644
2592,6659,6451.98,0,7340,7340,5120,0.5634088669183155,0.5633952531997878,0.5633819060149058
2593,6627,6451.13,0,7263,7263,5274,0.5634937616230479,0.5634770092681062,0.5634624047560784
2594,6648,6445.66,0,7378,7378,5044,0.5635819712181136,0.5635611566429942,0.5635426365879667
2595,6628,6451.7,0,7244,7244,5312,0.5636690889103507,0.5636397662047448,0.5636239329471833
2596,6668,6451.52,0,7453,7453,4894,0.5637450851665634,0.5637165884981179,0.5637016866269242
2597,6632,6458.83,0,7330,7330,5140,0.5638281850145227,0.5637960926881553,0.5637810175004778
2598,6634,6432.7,0,7327,7327,5146,0.5639109140860826,0.5638810667988893,0.563867753495343
2599,6712,6442.2,0,7332,7332,5136,0.563997055576003,0.5639583200425305,0.5639512534249377
2600,6716,6448.21,0,7320,7320,5160,0.564047361655569,0.5640387136914791,0.564030703440647
2601,6668,6448.26,0,7301,7301,5198,0.5641307283768549,0.564119944540269,0.564112135555155
2602,6657,6443.05,0,7311,7311,5178,0.5642157670687504,0.5642013182352262,0.5641896245754142
2603,6593,6438.57,0,7335,7335,5130,0.5643045174029894,0.5642853539436729,0.5642727705546041
2604,6638,6426.44,0,7373,7373,5054,0.5643922812323661,0.5643696996227553,0.5643511588253481
2605,6592,6391.77,0,7277,7277,5246,0.5644851797859028,0.5644581014327956,0.5644320369751561
2606,6456,6286.95,0,7158,7158,5484,0.5645792306200519,0.5645561106390252,0.5645151982139445
2607,6469,6234.0,0,7104,7104,5592,0.5646739227926667,0.5646594415253602,0.5646366188523921
2608,6418,6231.89,0,7079,7079,5642,0.5647646707742329,0.5647516000414874,0.5647205548861759
2609,6374,6193.08,0,6904,6904,5992,0.5648548399909561,0.5648412161542833,0.5648244901118464
2610,6379,6194.42,0,6962,6962,5876,0.5649424967895407,0.564933246675874,0.5649180632953739
2611,6333,6196.45,0,6896,6896,6008,0.5650334447888248,0.5650253614162093,0.5650110559939688
2612,6400,6202.93,0,6948,6948,5904,0.5651238145346551,0.565116558254814,0.5651077414628083
2613,6361,6191.3,0,6949,6949,5902,0.565214928652693,0.5652075348174289,0.5652008955174098
2614,6348,6185.3,0,6901,6901,5998,0.5653070912404715,0.5652984458655183,0.5652885908496253
2615,6348,6178.24,0,6954,6954,5892,0.5653948140669531,0.5653882519871174,0.5653794707090216
2616,6315,6187.11,0,6814,6814,6172,0.5654859233283704,0.5654788975367981,0.5654709921246535
2617,6346,6188.75,0,6875,6875,6050,0.5655766583855523,0.5655691418223082,0.5655586868646255
2618,6358,6191.77,0,6848,6848,6104,0.5656657002289124,0.5656559658196482,0.5656446907125149
2619,6334,6204.7,0,6939,6939,5922,0.5657568046881024,0.5657440718961412,0.5657336726039016
2620,6359,6185.16,0,6942,6942,5916,0.5658451013478223,0.5658347181934001,0.565823803609703
2621,6400,6189.2,0,6945,6945,5910,0.5659371830635229,0.5659255477818044,0.5659115341459072
2622,6405,6192.82,0,6959,6959,5882,0.5660244315660974,0.566017586017285,0.5660003125340124
2623,6347,6191.08,0,7021,7021,5758,0.5661127278886425,0.5661041557260669,0.5660879089353095
2624,6371,6188.91,0,6900,6900,6000,0.5662050074681654,0.5661924761398445,0.5661733120680489
2625,6306,6185.38,0,6838,6838,6124,0.5662926616548295,0.5662771773128731,0.5662573342354479
2626,6364,6184.24,0,6773,6773,6254,0.5663807550390204,0.5663676625611392,0.5663507027480341
2627,6364,6199.12,0,6893,6893,6014,0.5664711077772842,0.5664555300258857,0.5664394485591313
2628,6375,6207.74,0,6914,6914,5972,0.566560987343354,0.566549902743072,0.5665291379491295
2629,6350,6186.48,0,6859,6859,6082,0.5666538306822477,0.5666423733027693,0.566633515462813
2630,6380,6185.95,0,6892,6892,6016,0.5667440776364739,0.5667311818701123,0.5667225577505839
2631,6345,6187.71,0,6757,6757,6286,0.5668276914077586,0.5668200461663505,0.5668119363528098
2632,6374,6184.87,0,6931,6931,5938,0.5669158856237834,0.5669087339301424,0.5668990260410893
2633,6307,6188.31,0,6912,6912,5976,0.5670031046184985,0.5669952038064376,0.5669858477675286
2634,6354,6183.18,0,6932,6932,5936,0.5670938890553392,0.5670807616764872,0.5670693754684567
2635,6368,6182.43,0,6912,6912,5976,0.5671834953641519,0.5671715770031599,0.5671601003243844
2636,6356,6183.7,0,6905,6905,5990,0.5672715216754496,0.5672621268872989,0.567251764395648
2637,6363,6191.13,0,6886,6886,6028,0.567360791184661,0.5673492012822046,0.5673408398658788
2638,6304,6181.58,0,6913,6913,5974,0.5674471727103306,0.5674349395311287,0.5674271282256763
2639,6379,6195.13,0,6906,6906,5988,0.5675343949865481,0.567525047121937,0.5675149622219
2640,6328,6197.47,0,6930,6930,5940,0.5676248726528724,0.5676139390678341,0.5676036355503862
2641,6320,6194.56,0,6971,6971,5858,0.5677124647003925,0.5677016207736552,0.5676927448113551
2642,6377,6195.79,0,6999,6999,5802,0.5677965709628294,0.5677887010777266,0.5677804791849836
2643,6298,6172.25,0,6910,6910,5980,0.5678893601996556,0.5678780197870092,0.5678665386245607
2644,6338,6189.17,0,6898,6898,6004,0.5679760494206818,0.5679664157242506,0.5679508245322592
2645,6345,6185.26,0,6883,6883,6034,0.568064180010713,0.5680542093971502,0.568038964655506
2646,6366,6168.52,0,6795,6795,6210,0.5681556583471363,0.5681391691154482,0.5681272390257737
2647,6313,6150.11,0,6861,6861,6078,0.5682442568473735,0.568228393210206,0.5682129371308892
2648,6327,6157.57,0,6869,6869,6062,0.5683377054003507,0.5683190621519882,0.568300276412573
2649,6311,6129.65,0,6750,6750,6300,0.568429478498992,0.5684056032018293,0.5683858445427462
2650,6262,6095.75,0,6657,6657,6486,0.5685161688556634,0.5684965660496246,0.5684719497382048
2651,6214,6076.8,0,6449,6449,6902,0.5686056003393465,0.5685851810155217,0.5685564865131428
2652,6175,6064.6,0,6488,6488,6824,0.5686979702394228,0.5686775906745355,0.5686454683121813
2653,6201,6082.63,0,6410,6410,6980,0.5687760482707533,0.5687580210545545,0.5687312781966334
2654,6172,6056.92,0,6429,6429,6942,0.5688683845091814,0.5688501187912428,0.568824232011862
2655,6208,6062.13,0,6395,6395,7010,0.5689597504851943,0.5689458932220106,0.5689388334838557
2656,6204,6063.53,0,6421,6421,6958,0.5690470459402576,0.5690344044209702,0.5690233355883179
2657,6210,6076.58,0,6351,6351,7098,0.5691388759881096,0.569126230224306,0.5691114743330498
2658,6182,6039.37,0,6381,6381,7038,0.5692340358914655,0.5692197294094526,0.569195847951217
2659,6144,6028.23,0,6298,6298,7204,0.5693213296398892,0.5693087483461445,0.5692987452682744
2660,6179,6025.94,0,6245,6245,7310,0.5694109552176365,0.5693996333116964,0.5693832847752032
2661,6160,5988.4,0,6165,6165,7470,0.569500912881434,0.569492132563725,0.569476248506657
2662,6156,6000.39,0,6200,6200,7400,0.5695921006216083,0.5695820668890217,0.5695692422375822
2663,6122,5997.56,0,6218,6218,7364,0.5696840181489304,0.5696743344221413,0.5696583744829359
2664,6084,5967.22,0,6073,6073,7654,0.5697788589958038,0.5697716335867811,0.5697548208459633
2665,6097,5981.49,0,6067,6067,7666,0.5698734292823605,0.5698618175277471,0.5698538869167052
2666,6106,6000.25,0,6207,6207,7386,0.5699681279871914,0.5699537428236143,0.5699404201269099
2667,6115,5969.45,0,6030,6030,7740,0.5700654457460265,0.5700487615044154,0.5700260914199997
2668,6103,5963.93,0,6039,6039,7722,0.5701549222580162,0.5701433733521447,0.5701321152603912
2669,6080,5953.29,0,6068,6068,7664,0.5702493095751523,0.5702355209895125,0.5702214337341481
2670,6053,5949.03,0,6028,6028,7744,0.5703419343885165,0.5703325865404922,0.570315263215616
2671,6043,5950.51,0,5967,5967,7866,0.5704356836566102,0.5704247376459204,0.5704079281628132
2672,6084,5959.03,0,6042,6042,7716,0.5705295616690265,0.570516169432526,0.5705085788079468
2673,6094,5956.41,0,5956,5956,7888,0.5706134287010561,0.5706066669927234,0.570600008668347
2674,6075,5955.08,0,5965,5965,7870,0.5707031952580404,0.5706986152722502,0.5706916682814371
2675,6080,5951.81,0,5969,5969,7862,0.570794782058648,0.5707889531774355,0.5707828620561687
2676,6076,5956.86,0,6022,6022,7756,0.5708873926930275,0.5708819294134748,0.5708764701057724
2677,6036,5954.88,0,6067,6067,7666,0.5709797356450397,0.5709738475911188,0.5709685193589128
2678,6079,5954.59,0,6010,6010,7780,0.571071116659612,0.5710654411544377,0.5710599045602287
2679,6100,5959.74,0,6014,6014,7772,0.5711630245899688,0.5711558108579908,0.571148444380966
2680,6058,5945.33,0,6088,6088,7624,0.5712546656617016,0.5712475874788638,0.5712406857796442
2681,6091,5962.19,0,5974,5974,7852,0.5713433641727531,0.5713382074205695,0.5713322637259998
2682,6084,5961.81,0,6018,6018,7764,0.5714385354615262,0.5714283823384009,0.5714208011812814
2683,6079,5947.07,0,6015,6015,7770,0.5715262080369148,0.5715196369134913,0.5715142245262255
2684,6052,5953.48,0,5920,5920,7960,0.571614508309598,0.5716100800220176,0.5716033212651854
2685,6077,5961.76,0,5899,5899,8002,0.5717087796093949,0.5717021163945766,0.5716979925840685
2686,6123,5962.4,0,5890,5890,8020,0.5717997161594991,0.5717928229467218,0.5717863610543766
2687,6073,5951.34,0,5913,5913,7974,0.5718916728373965,0.5718835104649248,0.5718763449026607
2688,6132,5954.12,0,5939,5939,7922,0.5719824737362073,0.5719741503030147,0.5719677446204623
2689,6087,5970.69,0,5909,5909,7982,0.5720706378992428,0.5720615606268119,0.572054629646099
2690,6091,5961.36,0,5951,5951,7898,0.5721580450794791,0.5721513092947113,0.5721443147072438
2691,6061,5956.01,0,5939,5939,7922,0.5722477571523478,0.5722408323083815,0.5722327482220342
2692,6059,5953.82,0,6009,6009,7782,0.5723394754313119,0.5723337948839737,0.572326446200232
2693,6095,5962.41,0,6038,6038,7724,0.5724294482353327,0.5724245019254398,0.5724171145282386
2694,6082,5954.32,0,5899,5899,8002,0.5725216228292099,0.5725150903626637,0.5725071237716487
2695,6069,5966.93,0,5833,5833,8134,0.5726098837823811,0.5726046946507083,0.5725979536107602
2696,6046,5950.19,0,5938,5938,7924,0.5726999519224799,0.5726945636526457,0.5726889132134727
2697,6083,5960.15,0,6036,6036,7728,0.57278985477261,0.5727847266311432,0.5727762585473951
2698,6076,5955.95,0,5917,5917,7966,0.5728835319911937,0.5728749370422698,0.5728661983025197
2699,6113,5963.77,0,6010,6010,7780,0.5729717250477484,0.5729626518597278,0.572956465237167
2700,6073,5962.6,0,5873,5873,8054,0.5730567035541801,0.5730506825892552,0.5730460748485262
2701,6083,5957.77,0,5896,5896,8008,0.5731442753531655,0.5731390062532685,0.5731328635610065
2702,6073,5965.04,0,5974,5974,7852,0.5732345359075892,0.5732289412811056,0.5732235217018207
2703,6074,5970.09,0,5841,5841,8118,0.5733273839296107,0.5733180872490083,0.5733105738166467
2704,6110,5968.91,0,5843,5843,8114,0.5734171169816661,0.5734062298242665,0.5734000182779246
2705,6080,5980.97,0,5789,5789,8222,0.5734993180727805,0.5734919153019278,0.5734865479001318
2706,6116,5972.68,0,5806,5806,8188,0.5735867610053444,0.5735807740068624,0.5735740937459678
2707,6100,5979.44,0,5808,5808,8184,0.5736723724848579,0.5736664564089153,0.573659317265008
2708,6090,5982.43,0,5806,5806,8188,0.573760962581852,0.5737537024379128,0.5737456553450025
2709,6125,5978.08,0,5863,5863,8074,0.5738500758213324,0.5738420434682817,0.5738333029263307
2710,6111,5972.44,0,5774,5774,8252,0.5739399077262364,0.5739305399409458,0.5739242195783771
2711,6111,5975.76,0,5807,5807,8186,0.5740275170584905,0.5740184555930363,0.5740082081488695
2712,6087,5976.13,0,5782,5782,8236,0.5741149638272652,0.5741062790004535,0.574096445863959
2713,6124,5974.57,0,5782,5782,8236,0.5742030317525799,0.5741942120267955,0.5741839329571556
2714,6086,5980.88,0,5831,5831,8138,0.5742932866515303,0.5742806909846747,0.5742714535096042
2715,6101,5971.09,0,5815,5815,8170,0.5743765262891687,0.5743673558310024,0.5743593989660186
2716,6077,5970.04,0,5797,5797,8206,0.57446195484473,0.5744535939172052,0.5744442468189636
2717,6087,5982.61,0,5712,5712,8376,0.5745520148622275,0.5745410262338344,0.5745304992138964
2718,6130,5981.24,0,5831,5831,8138,0.5746374138004188,0.5746288175496863,0.5746170792143577
2719,6078,5973.07,0,5816,5816,8168,0.5747238249366733,0.574715177119492,0.574704377364981
2720,6088,5973.09,0,5786,5786,8228,0.5748098794869525,0.5748016050952279,0.5747899506095989
2721,6115,5982.06,0,5795,5795,8210,0.574897530937981,0.5748888474833023,0.5748805390226173
2722,6145,5976.2,0,5733,5733,8334,0.5749828727774878,0.5749751735809104,0.574967741859908
2723,6086,5980.81,0,5691,5691,8418,0.5750667857959766,0.5750606936901282,0.5750544903396747
2724,6087,5970.65,0,5778,5778,8244,0.5751510274156338,0.5751461812719177,0.5751397119431885
2725,6120,5984.75,0,5791,5791,8218,0.5752384251052051,0.5752321414710878,0.5752210680773835
2726,6123,5987.66,0,5832,5832,8136,0.5753269284043414,0.5753185649949013,0.575314451523125
2727,6109,5966.63,0,5726,5726,8348,0.5754137103400107,0.5754047682801156,0.5754002636334015
2728,6067,5974.0,0,5622,5622,8556,0.5754950714450049,0.575490624943384,0.5754838699622793
2729,6089,5978.67,0,5861,5861,8078,0.5755827992670098,0.5755770136296454,0.5755722834670203
2730,6084,5966.79,0,5831,5831,8138,0.5756712415060041,0.5756627706267318,0.5756566415762007
2731,6082,5961.21,0,5695,5695,8410,0.5757563108934767,0.5757487431142745,0.5757419109021945
2732,6143,5969.86,0,5616,5616,8568,0.575840928980914,0.5758353335189085,0.5758310082938889
