generation,highest_score,average_score,lowest_score,total_wins,total_losses,total_draws,highest_defection_rate,average_defection_rate,lowest_defection_rate
851,8785,8398.68,0,8553,8553,2694,0.5295583085612737,0.5294956764332226,0.5294169767853978
852,8746,8422.37,0,8628,8628,2544,0.5295722698696722,0.5295139866612073,0.5294351549056306
853,8722,8410.3,0,8642,8642,2516,0.5296051853428903,0.5295357556832968,0.5294778799955676
854,8723,8420.79,0,8590,8590,2620,0.529627764253803,0.5295629610975873,0.529492524506375
855,8653,8410.25,0,8594,8594,2612,0.5296347637715075,0.5295952919504936,0.5295496777911928
856,8774,8414.05,0,8541,8541,2718,0.5296591164981511,0.5296175536610347,0.5295499365081138
857,8706,8391.7,0,8632,8632,2536,0.5296728789551756,0.529628145644892,0.5295694027751444
858,8676,8407.43,0,8619,8619,2562,0.5296897038518262,0.5296377413000171,0.5295733513060883
859,8669,8399.43,0,8632,8632,2536,0.5297067987092466,0.529637708171062,0.5295825451578206
860,8752,8401.76,0,8610,8610,2580,0.5296994642309149,0.5296418522285018,0.5295994358895514
861,8688,8409.02,0,8578,8578,2644,0.5297155829882658,0.5296526135700639,0.5296104283770665
862,8664,8402.63,0,8599,8599,2602,0.5297131835523005,0.5296478691901634,0.5296158511380809
863,8678,8406.97,0,8605,8605,2590,0.5297249419142694,0.5296515471478922,0.5296117239647942
864,8679,8403.6,0,8653,8653,2494,0.5297431264270327,0.5296768168450554,0.5296165180862473
865,8632,8406.81,0,8555,8555,2690,0.5297643384126914,0.5296791943993233,0.5296114788335525
866,8735,8411.2,0,8664,8664,2472,0.5297229565122481,0.5297033100384039,0.5296147292140736
867,8693,8402.52,0,8606,8606,2588,0.5297444490992879,0.5297178246202013,0.5296939195496072
868,8627,8411.97,0,8606,8606,2588,0.529758245038967,0.5297234289475826,0.5296888086240639
869,8710,8407.96,0,8575,8575,2650,0.5297830085488887,0.5297348255696711,0.5296968474826914
870,8643,8412.65,0,8615,8615,2570,0.5297955078002211,0.5297529009351475,0.5297207374976425
871,8675,8410.31,0,8634,8634,2532,0.5297939559769593,0.5297598906740021,0.5297259777885079
872,8634,8396.56,0,8571,8571,2658,0.5298039781671542,0.5297641270728629,0.5297229849590132
873,8720,8412.38,0,8652,8652,2496,0.5298224932694402,0.5297873654040101,0.5297495003023125
874,8722,8409.12,0,8614,8614,2572,0.5298412698412699,0.5298087066150224,0.5297762588288905
875,8659,8404.68,0,8573,8573,2654,0.5298451348379251,0.5298129789847527,0.5297811083679865
876,8730,8419.38,0,8629,8629,2542,0.5298523250872768,0.5298291472608823,0.529781400392935
877,8719,8399.4,0,8661,8661,2478,0.529866765000442,0.5298435469670931,0.5298001596107339
878,8752,8407.73,0,8617,8617,2566,0.5298869177978214,0.5298578957650271,0.5298125255912215
879,8695,8424.72,0,8618,8618,2564,0.5298928277995264,0.5298583200425304,0.5298269779131023
880,8687,8406.2,0,8565,8565,2670,0.5298978192221516,0.5298640023510087,0.5298299320343648
881,8707,8409.96,0,8573,8573,2654,0.5299103337950456,0.5298791049292304,0.5298437290918494
882,8606,8406.34,0,8579,8579,2642,0.5299195086105738,0.5298864095445724,0.5298508720753461
883,8708,8403.54,0,8586,8586,2628,0.5299202431555373,0.5298903328353791,0.5298670198051003
884,8679,8413.94,0,8623,8623,2554,0.5299326899683724,0.5299002213632007,0.5298642085439588
885,8682,8404.88,0,8597,8597,2606,0.5299508090288654,0.529909091509127,0.5298677040093221
886,8726,8405.73,0,8698,8698,2404,0.5299431147648083,0.5299099282146811,0.5298741883919597
887,8777,8398.68,0,8535,8535,2730,0.5299707602339181,0.5299301364761889,0.5298995167416221
888,8717,8401.17,0,8579,8579,2642,0.5299887753265291,0.529946172996318,0.5298904024556739
889,8712,8390.4,0,8625,8625,2550,0.5300112299816617,0.5299629798875808,0.5299171490182726
890,8677,8412.42,0,8634,8634,2532,0.5300064857924153,0.5299649755276196,0.5299211621203469
891,8716,8394.93,0,8625,8625,2550,0.5300127782426579,0.5299754775748993,0.529934702226418
892,8849,8401.23,0,8613,8613,2574,0.5300250099271729,0.5299822888518589,0.5299529746691884
893,8682,8406.57,0,8616,8616,2568,0.5300366195809502,0.5299941246921112,0.5299566368976472
894,8658,8406.01,0,8602,8602,2596,0.5300499852984416,0.5300020997983362,0.5299519749093404
895,8650,8397.64,0,8597,8597,2606,0.530073704621402,0.5300069658046627,0.5299808470038733
896,8755,8403.96,0,8612,8612,2576,0.5300875918724889,0.5300130981824345,0.5299743903862897
897,8709,8404.52,0,8604,8604,2592,0.5300958240238512,0.5300334519737288,0.5299863007048565
898,8661,8405.42,0,8618,8618,2564,0.5300815662035732,0.5300450615871257,0.5300061678786577
899,8745,8412.98,0,8626,8626,2548,0.5300942170240416,0.5300532281883159,0.5300171303680076
900,8704,8403.19,0,8610,8610,2580,0.5301165755339481,0.5300679733841719,0.5300221680559317
901,8740,8406.68,0,8666,8666,2468,0.5301270966167687,0.5300820935460334,0.5300490020994164
902,8700,8401.32,0,8636,8636,2528,0.5301093348828967,0.5300843458187398,0.5300451622361048
903,8768,8408.57,0,8622,8622,2556,0.530126603717661,0.530089701156888,0.5300495641087164
904,8648,8411.44,0,8638,8638,2524,0.5301403097564773,0.5301133051950153,0.5300765726470873
905,8628,8406.61,0,8648,8648,2504,0.5301404893597295,0.5301144945446096,0.530077996181168
906,8694,8395.09,0,8596,8596,2608,0.5301579597987652,0.5301228937667747,0.5300893810149309
907,8725,8405.82,0,8640,8640,2520,0.5301853452212831,0.5301375158962685,0.5300951785417355
908,8760,8415.23,0,8622,8622,2556,0.5301904459451793,0.530148330622536,0.5301103209736179
909,8661,8414.06,0,8641,8641,2518,0.5302142302142302,0.5301663891663891,0.5301251380198748
910,8663,8399.53,0,8630,8630,2540,0.5302268744408671,0.5301805769288005,0.5301227072271038
911,8624,8400.85,0,8629,8629,2542,0.5302345360343975,0.530175601816876,0.530131357433989
912,8702,8407.76,0,8619,8619,2562,0.5302354844927047,0.530197143510973,0.5301408621291022
913,8685,8405.93,0,8583,8583,2634,0.5302602787055165,0.5302111027352879,0.5301608158051784
914,8733,8403.92,0,8664,8664,2472,0.5302530626948229,0.5302116563971611,0.5301632953056594
915,8775,8400.34,0,8711,8711,2378,0.5302490545538121,0.5302180562229978,0.5301767966959877
916,8654,8407.25,0,8577,8577,2646,0.5302754921075532,0.5302212070773744,0.5301792533612542
917,8737,8407.37,0,8630,8630,2540,0.530266545746422,0.5302267167721246,0.5301846002740396
918,8683,8404.14,0,8606,8606,2588,0.5302839401401912,0.5302267246082034,0.5301942742238258
919,8673,8402.77,0,8586,8586,2628,0.5303053417469893,0.5302454146730462,0.5302053717957608
920,8694,8404.95,0,8635,8635,2530,0.5303191928427656,0.5302714758303649,0.5302204859036678
921,8635,8391.1,0,8575,8575,2650,0.5303232115653626,0.5302638613558809,0.5302303777586345
922,8728,8421.7,0,8621,8621,2558,0.5303355733303843,0.5302742081244678,0.5302347763430046
923,8696,8404.04,0,8618,8618,2564,0.530306194779879,0.5302736466970916,0.5302503849154567
924,8649,8397.66,0,8589,8589,2622,0.5303194103194103,0.5302840927051454,0.530258488153225
925,8716,8403.7,0,8556,8556,2688,0.5303262820314087,0.5302915020386887,0.5302530821457728
926,8652,8415.49,0,8636,8636,2528,0.5303414546303321,0.5303055278843049,0.5302775096677328
927,8723,8395.24,0,8637,8637,2526,0.5303502928559644,0.5303190852490421,0.5302815473244239
928,8676,8408.38,0,8630,8630,2540,0.5303671237329387,0.5303244071786932,0.5302678361428574
929,8727,8408.06,0,8606,8606,2588,0.5303856333567709,0.5303304665214683,0.5302810218769471
930,8751,8397.85,0,8592,8592,2616,0.5304023901174673,0.5303507744069673,0.5302961779020346
931,8681,8406.6,0,8608,8608,2584,0.5304125510811755,0.530364373347206,0.5302859176814452
932,8690,8413.55,0,8570,8570,2660,0.5304238298822831,0.5303769887058093,0.5303469056219099
933,8767,8397.15,0,8605,8605,2590,0.5304393535262464,0.5303903910057411,0.5303502738417649
934,8657,8413.02,0,8637,8637,2526,0.5304551282598003,0.5303893110673298,0.5303544877426104
935,8680,8404.7,0,8635,8635,2530,0.5304316784579942,0.5304017429127079,0.5303686323423166
936,8737,8402.61,0,8639,8639,2522,0.5304445908276724,0.5304163468079662,0.5303784914243825
937,8677,8394.49,0,8647,8647,2506,0.530453508261835,0.5304239057616905,0.5304002316963825
938,8696,8398.27,0,8642,8642,2516,0.5304558957661363,0.5304290197530487,0.5303958819176576
939,8708,8409.37,0,8651,8651,2498,0.5304633682853168,0.5304353614532785,0.5304059633286957
940,8713,8408.12,0,8577,8577,2646,0.5304781694680458,0.5304429862696545,0.5304115035923302
941,8720,8412.91,0,8651,8651,2498,0.5304915283125139,0.5304539923765536,0.5304156211799524
942,8714,8416.47,0,8596,8596,2608,0.5305028856404644,0.5304741391703492,0.5304312872544161
943,8721,8404.74,0,8625,8625,2550,0.5305311139945396,0.5304795811594986,0.5304246749385019
944,8653,8410.84,0,8577,8577,2646,0.5305502814274744,0.5304977904919427,0.5304357976872597
945,8710,8398.26,0,8632,8632,2536,0.5305337226723674,0.5304883934482241,0.5304336904147742
946,8648,8400.34,0,8610,8610,2580,0.5305483557859482,0.5305032203881758,0.5304377628336946
947,8730,8410.09,0,8620,8620,2560,0.5305559481109114,0.530508723701595,0.5304516405449117
948,8675,8402.68,0,8620,8620,2560,0.53056352443519,0.530518971535554,0.5304632481993693
949,8639,8400.59,0,8657,8657,2486,0.5305733232603038,0.5305183161252415,0.5304874227034891
950,8793,8395.95,0,8591,8591,2618,0.5305640946517586,0.5305298963401235,0.5304978502720492
951,8704,8398.25,0,8630,8630,2540,0.5305657749543199,0.5305381881620272,0.5305141195234074
952,8604,8385.57,0,8572,8572,2656,0.5305794455294649,0.5305514441928536,0.5305189186837168
953,8767,8393.84,0,8634,8634,2532,0.5305981028423928,0.5305602978923072,0.53052649411471
954,8697,8393.07,0,8678,8678,2444,0.5306078141570013,0.5305684037954634,0.5305382288022134
955,8720,8407.19,0,8584,8584,2632,0.5306211198085234,0.5305780859686938,0.5305438218342865
956,8646,8389.87,0,8662,8662,2476,0.5306174543099142,0.530585728594308,0.5305588470082778
957,8653,8403.88,0,8645,8645,2510,0.5306304446508819,0.5306013630425782,0.5305671815396021
958,8716,8397.2,0,8621,8621,2558,0.5306398045545183,0.5306040815376198,0.53056884635832
959,8695,8384.76,0,8607,8607,2586,0.5306516369838739,0.5306138468013469,0.5305793682438419
960,8649,8391.07,0,8621,8621,2558,0.5306731259138291,0.5306184828735351,0.5305918044567478
961,8673,8406.85,0,8617,8617,2566,0.5306813069970965,0.530626927995349,0.5305881884829253
962,8726,8396.94,0,8607,8607,2586,0.5306974759344,0.5306381103487188,0.5305936889803098
963,8728,8398.98,0,8661,8661,2478,0.5307006514147812,0.5306422408183163,0.5305859424116686
964,8793,8396.6,0,8656,8656,2488,0.5307153895100445,0.5306437431307897,0.5306052066891991
965,8641,8403.23,0,8585,8585,2630,0.5306901971661697,0.530646370537675,0.530612323518502
966,8709,8389.74,0,8611,8611,2578,0.5306873228007501,0.5306468016583401,0.5306180511917191
967,8641,8390.39,0,8670,8670,2460,0.5306825321505617,0.5306590453249328,0.5306399686293118
968,8614,8398.49,0,8574,8574,2652,0.5306980510663092,0.5306697220425426,0.5306423641114858
969,8732,8389.16,0,8593,8593,2614,0.5307039466833281,0.5306772582033025,0.5306587305502118
970,8767,8398.12,0,8621,8621,2558,0.5307109251767499,0.5306895914535892,0.5306706831992756
971,8645,8387.11,0,8701,8701,2398,0.5307334772896826,0.5306997662350161,0.5306733131619421
972,8704,8386.88,0,8597,8597,2606,0.5307472408949122,0.5307157472928015,0.530681947948135
973,8607,8388.1,0,8652,8652,2496,0.5307647970027739,0.5307287235261944,0.5306922024743272
974,8614,8389.87,0,8610,8610,2580,0.5307719570877466,0.5307294755926335,0.5306879864774602
975,8670,8388.39,0,8611,8611,2578,0.5307861836658213,0.5307412237125346,0.5306892261702443
976,8692,8401.36,0,8637,8637,2526,0.5308020135634207,0.5307622744712656,0.5307037949391017
977,8691,8408.67,0,8644,8644,2512,0.5308169957023686,0.5307687411190802,0.5307191493016485
978,8662,8386.44,0,8586,8586,2628,0.5308322187522231,0.5307792401733589,0.5307214394360247
979,8772,8398.74,0,8610,8610,2580,0.5308457832893924,0.530789178031659,0.5307399993490219
980,8711,8401.58,0,8612,8612,2576,0.530846042917506,0.5307933267976725,0.530747953812496
981,8690,8408.07,0,8624,8624,2552,0.5308511744088976,0.5307939481642451,0.5307613058443801
982,8758,8391.07,0,8650,8650,2500,0.5308330399351441,0.5307905661530441,0.5307630029480433
983,8625,8388.12,0,8631,8631,2538,0.5308243971594421,0.5307965053833154,0.5307630757727035
984,8690,8395.45,0,8641,8641,2518,0.5308400596939202,0.5308027644869749,0.5307688155938223
985,8644,8388.1,0,8556,8556,2688,0.5308427501232028,0.5308127555042257,0.53077670049486
986,8642,8392.7,0,8584,8584,2632,0.5308556691535415,0.5308250020064127,0.5307945341539967
987,8657,8375.81,0,8596,8596,2608,0.5308752881467563,0.5308427095373082,0.5307929605021018
988,8639,8392.83,0,8633,8633,2534,0.5308739032064028,0.5308495685394202,0.5308193423780673
989,8680,8394.93,0,8666,8666,2468,0.5308931956459867,0.5308585214183299,0.530823116867774
990,8632,8393.77,0,8609,8609,2582,0.5309199595938138,0.5308659112233386,0.5308215191374148
991,8684,8390.56,0,8601,8601,2598,0.5309407744679392,0.5308929490147656,0.5308496681586664
992,8697,8393.58,0,8633,8633,2534,0.5309422737471712,0.5309039753553992,0.5308558099144838
993,8632,8393.0,0,8600,8600,2600,0.5309432351685873,0.5309135140454637,0.5308712990329002
994,8747,8390.9,0,8602,8602,2596,0.5309610252218028,0.530922114560041,0.5308808796774943
995,8784,8392.48,0,8619,8619,2562,0.5309785126684302,0.5309301159982833,0.530890707967436
996,8798,8388.5,0,8645,8645,2510,0.530995165187215,0.5309369975956575,0.5308919848327545
997,8675,8390.97,0,8566,8566,2668,0.530965705999985,0.5309349187476493,0.5309071092743701
998,8686,8394.05,0,8593,8593,2614,0.5309738233714842,0.5309414651227518,0.5309096975763642
999,8722,8399.64,0,8619,8619,2562,0.5310023923444976,0.5309496757044125,0.5309090909090909
1000,8712,8389.03,0,8599,8599,2602,0.53100116258011,0.5309669384310532,0.5309318538983611
1001,8735,8401.11,0,8574,8574,2652,0.5310116078316519,0.5309772931542549,0.5309471434589619
1002,8663,8385.06,0,8566,8566,2668,0.5310175268983056,0.5309765467022644,0.5309472963353428
1003,8700,8391.37,0,8599,8599,2602,0.531020786603718,0.5309771731786304,0.5309320929996124
1004,8747,8391.87,0,8673,8673,2454,0.5310422898796818,0.5309924169688505,0.5309478656689969
1005,8709,8388.32,0,8629,8629,2542,0.531062693482909,0.531008962175908,0.5309585865984318
1006,8657,8389.69,0,8645,8645,2510,0.5310532281472542,0.5310143033850764,0.5309711340129989
1007,8715,8409.12,0,8652,8652,2496,0.5310764811861303,0.5310297497742673,0.5309754816333764
1008,8619,8387.62,0,8658,8658,2484,0.531079929755012,0.5310339006359037,0.5309848260920192
1009,8636,8394.87,0,8620,8620,2560,0.5311036366794574,0.5310550660329187,0.5309859933361757
1010,8677,8395.46,0,8642,8642,2516,0.5311157280546629,0.531057211713154,0.5309955718358029
1011,8802,8401.78,0,8660,8660,2480,0.5311340994719401,0.5310819527708961,0.5309935741857938
1012,8655,8387.79,0,8583,8583,2634,0.5311422008309835,0.5310707191413273,0.5309913180750194
1013,8667,8393.87,0,8640,8640,2520,0.5311573641533156,0.5310932851823539,0.530997455086524
1014,8653,8399.34,0,8634,8634,2532,0.531153117904479,0.5311175064097022,0.5310156268413981
1015,8634,8398.88,0,8578,8578,2644,0.5311645778129408,0.5311289333450543,0.5311028331386807
1016,8684,8388.54,0,8607,8607,2586,0.5311676512576994,0.5311408213480875,0.531110149259505
1017,8600,8388.64,0,8656,8656,2488,0.53117881325926,0.5311501766710639,0.531119278818586
1018,8616,8384.84,0,8613,8613,2574,0.5311983008641239,0.5311604135983042,0.5311169126312972
1019,8682,8403.77,0,8596,8596,2608,0.5312112351586036,0.5311805751008538,0.531113769271664
1020,8689,8402.44,0,8622,8622,2556,0.5312098249363056,0.5311776224016547,0.5311364065939044
1021,8716,8395.67,0,8626,8626,2548,0.5312206418911538,0.5311939588489696,0.5311668024357282
1022,8677,8394.23,0,8652,8652,2496,0.5312376738522748,0.5312098242288087,0.5311771311925657
1023,8743,8392.48,0,8651,8651,2498,0.5312538937898724,0.5312172584188929,0.5311739413044922
1024,8627,8392.01,0,8592,8592,2616,0.5312739720698643,0.5312243694972834,0.531182168281013
1025,8686,8388.06,0,8624,8624,2552,0.5312862388116313,0.531243954368762,0.5311740571820597
1026,8684,8391.22,0,8582,8582,2636,0.5312977051817824,0.5312555085006784,0.5311830445074949
1027,8656,8394.39,0,8599,8599,2602,0.5313241466477182,0.5312730520440945,0.5311881357089221
1028,8635,8385.68,0,8646,8646,2508,0.5313166961931731,0.531289566939406,0.5312546982794029
1029,8663,8394.12,0,8589,8589,2622,0.531321131602174,0.5312976494634644,0.5312695168341566
1030,8669,8383.92,0,8539,8539,2722,0.5313392230539609,0.5313068249496858,0.5312672902902114
1031,8669,8395.38,0,8593,8593,2614,0.5313459462021274,0.531315887351689,0.5312689316667285
1032,8691,8391.45,0,8569,8569,2662,0.5313670664972443,0.5313174183368303,0.5312788042446166
1033,8601,8378.32,0,8616,8616,2568,0.5313850610348625,0.531338065064778,0.531283516216836
1034,8674,8379.83,0,8659,8659,2482,0.5314068732070257,0.5313544419532216,0.5313072242896805
1035,8722,8386.45,0,8653,8653,2494,0.5314034985087617,0.5313798419061576,0.5313224194803142
1036,8680,8398.87,0,8559,8559,2682,0.5314126905762697,0.5313809208155245,0.5313450189864949
1037,8726,8394.93,0,8587,8587,2626,0.5314239136113186,0.5313939926595844,0.5313637336758724
1038,8724,8382.27,0,8643,8643,2514,0.531444325223769,0.5314083313250023,0.5313872732696501
1039,8688,8396.25,0,8598,8598,2604,0.5314508955956324,0.5314207612562875,0.5313997771234613
1040,8790,8398.42,0,8638,8638,2524,0.5314543891822824,0.5314274960536147,0.531393871982375
1041,8676,8392.81,0,8562,8562,2676,0.5314678250328316,0.5314426822013448,0.5314155291678274
1042,8586,8381.37,0,8565,8565,2670,0.531480215690742,0.5314543629767932,0.531426440822414
1043,8767,8380.34,0,8602,8602,2596,0.5315030217480308,0.5314659806371848,0.53142307324098
1044,8612,8377.32,0,8652,8652,2496,0.5315115394692328,0.5314840548522243,0.531457613149882
1045,8659,8390.49,0,8655,8655,2490,0.5315180078941778,0.5314953982819033,0.5314567634684371
1046,8657,8385.62,0,8658,8658,2484,0.5315351270712453,0.531509898664928,0.5314846042488932
1047,8668,8391.29,0,8627,8627,2546,0.5315532281432241,0.5315285945026803,0.5314979343454634
1048,8692,8396.85,0,8608,8608,2584,0.5315619189233157,0.5315390420181951,0.5315005962489782
1049,8723,8397.49,0,8633,8633,2534,0.5315776815776816,0.5315449532923219,0.5315022404496089
1050,8675,8393.64,0,8598,8598,2604,0.5315944259056082,0.5315565768355092,0.5315291732488387
1051,8770,8393.51,0,8615,8615,2570,0.5316209927976988,0.5315698206802869,0.5315454424169653
1052,8647,8390.7,0,8642,8642,2516,0.5316318581425794,0.5315910643396023,0.5315500685871056
1053,8581,8390.46,0,8664,8664,2472,0.5316396765013564,0.5315934815043475,0.5315579645450813
1054,8707,8394.13,0,8614,8614,2572,0.5316379056214426,0.5315938834591869,0.5315590426590676
1055,8671,8400.38,0,8630,8630,2540,0.5316487240829346,0.5316045497841252,0.5315601187311714
1056,8657,8375.47,0,8629,8629,2542,0.5316539894790157,0.5316203387256019,0.5315664738808692
1057,8737,8384.89,0,8600,8600,2600,0.5316549737751608,0.5316206287328563,0.5315818617977607
1058,8694,8389.89,0,8589,8589,2622,0.5316622313789453,0.5316292691840628,0.531589690453564
1059,8647,8394.03,0,8654,8654,2492,0.5316769983850421,0.531632940627727,0.5315899812424142
1060,8716,8394.24,0,8671,8671,2458,0.5316839710162792,0.5316459525559679,0.5316093120299679
1061,8826,8382.47,0,8572,8572,2656,0.5316909305163839,0.5316537438013798,0.5316133382591902
1062,8656,8372.57,0,8615,8615,2570,0.5316981269845557,0.5316690397563795,0.5316426131893776
1063,8650,8386.6,0,8597,8597,2606,0.5317075583696083,0.5316833276372748,0.5316585922541601
1064,8678,8396.11,0,8646,8646,2508,0.5317154744878985,0.5316893521326435,0.5316655559798629
1065,8731,8386.86,0,8648,8648,2504,0.5317383372582346,0.5317063844727516,0.5316745015076209
1066,8633,8386.81,0,8581,8581,2638,0.5317544308073583,0.5317177970201695,0.5316732161550393
1067,8652,8382.24,0,8576,8576,2648,0.5317620319098735,0.5317247305501298,0.5316759154724855
1068,8623,8386.21,0,8574,8574,2652,0.5317778245255966,0.5317486121119627,0.5317091947489269
1069,8735,8383.36,0,8615,8615,2570,0.5317968171632707,0.5317674134358835,0.5317267609692597
1070,8635,8366.89,0,8633,8633,2534,0.5318132923912078,0.5317782498432654,0.5317393305009404
1071,8667,8385.77,0,8635,8635,2530,0.5318071722726082,0.5317830578963237,0.5317573317622414
1072,8573,8378.89,0,8626,8626,2548,0.5318238548728567,0.5317886447741258,0.5317614264982686
1073,8611,8368.8,0,8582,8582,2636,0.5318385263989498,0.531795604778551,0.5317665036130194
1074,8703,8386.08,0,8626,8626,2548,0.5318319053447572,0.5318002101801367,0.5317772585092047
1075,8698,8391.42,0,8668,8668,2464,0.5318228261879211,0.5318022328548643,0.5317768765724156
1076,8645,8401.0,0,8646,8646,2508,0.5318369641782631,0.5318035064025386,0.5317656356360358
1077,8628,8384.5,0,8636,8636,2528,0.5318508293559558,0.5318080645336284,0.5317701968419671
1078,8634,8379.8,0,8687,8687,2426,0.5318585099815284,0.5318194061979732,0.5317740105311444
1079,8781,8386.92,0,8609,8609,2582,0.531877990430622,0.5318275321440524,0.5317876621970189
1080,8654,8387.43,0,8565,8565,2670,0.5318947299569531,0.5318385126890895,0.5317897313856221
1081,8642,8380.07,0,8601,8601,2598,0.5318994006609533,0.5318420954363168,0.5318104677478157
1082,8629,8371.96,0,8631,8631,2538,0.5318979266347688,0.5318479247448487,0.5318031851783127
1083,8695,8375.21,0,8609,8609,2582,0.5319136205716124,0.5318553838050343,0.5318133265064708
1084,8630,8383.76,0,8602,8602,2596,0.531936145348709,0.5318656024224784,0.5318261440502527
1085,8689,8384.47,0,8571,8571,2658,0.5319353758580277,0.5318797894619354,0.5318311054716987
1086,8695,8371.51,0,8604,8604,2592,0.5319414549308511,0.5318799602082903,0.5318365468464727
1087,8692,8374.37,0,8590,8590,2620,0.5319355513337711,0.5318892705108358,0.5318419782187197
1088,8670,8372.17,0,8611,8611,2578,0.5319506504804461,0.5319029280773516,0.5318703442525394
1089,8655,8375.48,0,8591,8591,2618,0.5319649903184428,0.5319116271356733,0.5318754907842306
1090,8743,8378.31,0,8644,8644,2512,0.5319386152518479,0.5319028969808073,0.5318723439713358
1091,8685,8368.0,0,8601,8601,2598,0.5319556174819333,0.5319164144822043,0.5318689595005385
1092,8686,8369.93,0,8693,8693,2414,0.5319811005514284,0.5319341194484452,0.5318889282870599
1093,8654,8367.17,0,8663,8663,2474,0.5319878278600495,0.5319552617486321,0.5319178506901012
1094,8697,8369.08,0,8585,8585,2630,0.5319976986883981,0.5319615355671593,0.5319319122491437
1095,8765,8353.73,0,8656,8656,2488,0.5320153125569952,0.5319655084265629,0.5319345491022403
1096,8746,8379.39,0,8579,8579,2642,0.5320202940986897,0.5319730457189078,0.5319381503951863
1097,8647,8364.05,0,8655,8655,2490,0.5320189721972869,0.531978012799842,0.5319473132242761
1098,8708,8366.5,0,8596,8596,2608,0.5320236994725764,0.5319960850785524,0.5319530731867306
1099,8758,8361.62,0,8587,8587,2626,0.5320368759363975,0.5320091368227733,0.5319687303658596
1100,8606,8361.47,0,8574,8574,2652,0.5320509941906758,0.5320238862645287,0.5319913606160559
1101,8615,8369.02,0,8577,8577,2646,0.5320679813706846,0.5320412984559514,0.532015397069366
1102,8607,8346.67,0,8529,8529,2742,0.5320873476859543,0.5320500322208582,0.5320083017511085
1103,8705,8350.95,0,8602,8602,2596,0.532094880922112,0.532055080746442,0.5320284269082896
1104,8640,8348.38,0,8701,8701,2398,0.5320896509750999,0.532061262782625,0.532036487764042
1105,8663,8360.34,0,8617,8617,2566,0.532119279787501,0.5320748697597466,0.532048139143409
1106,8583,8357.83,0,8597,8597,2606,0.5321361285560401,0.5320898544711127,0.5320628910701654
1107,8641,8354.99,0,8615,8615,2570,0.5321507877559559,0.532101040809002,0.5320732980575276
1108,8642,8371.88,0,8625,8625,2550,0.5321728509047573,0.5321116149391977,0.532079851238885
1109,8747,8344.61,0,8625,8625,2550,0.5322013400960769,0.5321190831980307,0.5320837583995479
1110,8678,8358.35,0,8616,8616,2568,0.5322168580494413,0.532129272735886,0.5320974681200178
1111,8625,8367.5,0,8681,8681,2438,0.5322330652224632,0.5321468423347446,0.5320977667626664
1112,8695,8377.87,0,8671,8671,2458,0.5322480491298763,0.5321806183077286,0.5321114392613896
1113,8707,8375.6,0,8625,8625,2550,0.5322682556453698,0.5321860173119265,0.5321141109669882
1114,8697,8370.82,0,8621,8621,2558,0.5322738835129678,0.5322295196477398,0.5321170162803394
1115,8714,8361.87,0,8651,8651,2498,0.5322902196841076,0.5322480011394838,0.532151356995726
1116,8691,8364.3,0,8589,8589,2622,0.532306288631973,0.5322646861585748,0.5321725476981567
1117,8733,8351.47,0,8611,8611,2578,0.5323033080071023,0.5322695032425755,0.5321903718476546
1118,8645,8364.41,0,8633,8633,2534,0.5323155357725697,0.5322796755476308,0.5322041258262509
1119,8687,8362.13,0,8575,8575,2650,0.5323362857902332,0.5322926563568011,0.532222601959444
1120,8638,8362.81,0,8623,8623,2554,0.5323283067778114,0.5323018200219009,0.5322436534934775
1121,8631,8355.63,0,8589,8589,2622,0.5323423748698165,0.5323164850493869,0.5322476097877168
1122,8666,8363.64,0,8551,8551,2698,0.5323538141881864,0.532329036249925,0.5323026866121022
1123,8708,8378.97,0,8583,8583,2634,0.5323579019261732,0.5323324247343257,0.532306110363799
1124,8652,8370.24,0,8618,8618,2564,0.5323773406580424,0.5323549364994979,0.5323303207513734
1125,8669,8366.32,0,8576,8576,2648,0.5323868298767803,0.5323651113358511,0.532338199230786
1126,8638,8369.44,0,8581,8581,2638,0.5323937077778202,0.5323686922935044,0.5323340347858164
1127,8666,8374.77,0,8636,8636,2528,0.53240787871247,0.5323699245157809,0.532334355122709
1128,8601,8368.07,0,8591,8591,2618,0.5324173156675138,0.5323785145285309,0.5323457407509433
1129,8693,8380.25,0,8615,8615,2570,0.5324304996871368,0.5323855861832107,0.5323488729869726
1130,8647,8370.46,0,8582,8582,2636,0.5324410750908029,0.532406958504962,0.5323548200136222
1131,8608,8376.64,0,8641,8641,2518,0.5324539800083784,0.5324249961959187,0.5323689752274465
1132,8687,8364.25,0,8613,8613,2574,0.5324619352816501,0.5324327541687138,0.5323800554905679
1133,8677,8371.37,0,8529,8529,2742,0.5324823000261597,0.5324528821117517,0.5324065869874837
1134,8659,8360.8,0,8609,8609,2582,0.5324874059397593,0.5324661945211446,0.5324265141561687
1135,8616,8361.84,0,8618,8618,2564,0.5325070104304722,0.5324821229343099,0.5324459382557974
1136,8601,8351.41,0,8607,8607,2586,0.5325333602656197,0.532494733943144,0.5324487292963893
1137,8694,8349.39,0,8564,8564,2672,0.5325393421776735,0.5325125339978268,0.5324814138984891
1138,8716,8355.45,0,8602,8602,2596,0.5325495143664359,0.5325160458146457,0.5324799681114084
1139,8647,8350.1,0,8646,8646,2508,0.5325671302125595,0.5325200691121742,0.5324747941091431
